f_medidor_id,f_cliente_id,f_ts_utc,f_ano_mes_ref,f_valor_m3,f_pulsos,f_status_sensor,f_flag_vazamento,f_ingested_at,f_archived_at,_doc_id
MTR-0002,2,2024-10-25T01:00:00+00:00,2024-10,0.009541176470588235,10,1,False,2025-09-18T21:05:19.296000+00:00,,mmYRIVn4s3P31vL5iYjl
MTR-0002,2,2024-10-10T09:00:00+00:00,2024-10,0.011211764705882353,11,1,False,2025-09-18T21:04:53.754000+00:00,,n5OmnlRk74OSTlTXX1ab
MTR-0002,2,2024-10-16T02:00:00+00:00,2024-10,0.010552941176470588,11,1,False,2025-09-18T21:05:03.688000+00:00,,n9jxb5J3USP1Tf3sY5y0
MTR-0002,2,2024-10-09T13:00:00+00:00,2024-10,0.012905882352941177,13,1,False,2025-09-18T21:04:52.314000+00:00,,nSEgodYxz4qmFzDISpdN
MTR-0002,2,2024-10-30T11:00:00+00:00,2024-10,0.012458823529411765,12,1,False,2025-09-18T21:05:28.606000+00:00,,nU3rJcdIrEUATTU4PvJ4
MTR-0002,2,2024-10-10T03:00:00+00:00,2024-10,0.010623529411764705,11,1,False,2025-09-18T21:04:53.323000+00:00,,na7SztKrjXg76eD60Az3
MTR-0002,2,2024-10-06T16:00:00+00:00,2024-10,0.0102,10,1,False,2025-09-18T21:04:47.301000+00:00,,nfzwt1BDepcl70w38YpB
MTR-0002,2,2024-10-11T09:00:00+00:00,2024-10,0.0086,9,1,False,2025-09-18T21:04:55.460000+00:00,,nguu0U55XMASPHrCozfN
MTR-0002,2,2024-10-30T04:00:00+00:00,2024-10,0.011729411764705882,12,1,False,2025-09-18T21:05:28.100000+00:00,,npsoHpqhuRiMGjXJwqqU
MTR-0002,2,2024-10-13T15:00:00+00:00,2024-10,0.009729411764705882,10,1,False,2025-09-18T21:04:59.395000+00:00,,nwF7n29VjOGJqKg1sVpU
MTR-0002,2,2024-10-14T19:00:00+00:00,2024-10,0.011823529411764707,12,1,False,2025-09-18T21:05:01.421000+00:00,,nwNGDYgxX83YgvEMq7IE
MTR-0002,2,2024-10-23T12:00:00+00:00,2024-10,0.011117647058823529,11,1,False,2025-09-18T21:05:16.616000+00:00,,o12NtgNsaGdELz9AZg5o
MTR-0002,2,2024-10-02T20:00:00+00:00,2024-10,0.01031764705882353,10,1,False,2025-09-18T21:04:40.666000+00:00,,o1fTtLOWma6BPJjpZJmf
MTR-0002,2,2024-10-21T01:00:00+00:00,2024-10,0.010529411764705883,11,1,False,2025-09-18T21:05:12.353000+00:00,,o8iIJ552PgmbMhitucMQ
MTR-0002,2,2024-10-26T22:00:00+00:00,2024-10,0.011447058823529413,11,1,False,2025-09-18T21:05:22.528000+00:00,,oP6BVhDD7P9FcHOx4M3v
MTR-0002,2,2024-10-12T15:00:00+00:00,2024-10,0.010294117647058823,10,1,False,2025-09-18T21:04:57.635000+00:00,,oSu1VPloA8rW9LarvxrB
MTR-0002,2,2024-10-18T04:00:00+00:00,2024-10,0.011376470588235293,11,1,False,2025-09-18T21:05:07.380000+00:00,,oUKN9ADuPsfxMaQmbpAi
MTR-0002,2,2024-10-28T01:00:00+00:00,2024-10,0.008341176470588236,8,1,False,2025-09-18T21:05:24.455000+00:00,,oVRbMU14AV3oq0SOFMYE
MTR-0002,2,2024-10-16T11:00:00+00:00,2024-10,0.009847058823529412,10,1,False,2025-09-18T21:05:04.361000+00:00,,obduBZgPyc9thEgOL88b
MTR-0002,2,2024-10-05T02:00:00+00:00,2024-10,0.011588235294117647,12,1,False,2025-09-18T21:04:44.547000+00:00,,oelYFXV82zBLwFQoq8Ab
MTR-0002,2,2024-10-17T23:00:00+00:00,2024-10,0.009988235294117647,10,1,False,2025-09-18T21:05:07.019000+00:00,,oiikgYYFCTc6TPThUwFM
MTR-0002,2,2024-10-17T15:00:00+00:00,2024-10,0.01156470588235294,12,1,False,2025-09-18T21:05:06.428000+00:00,,op3GR2Hn0LmVXOyCwvZD
MTR-0002,2,2024-10-07T14:00:00+00:00,2024-10,0.012082352941176471,12,1,False,2025-09-18T21:04:48.890000+00:00,,ozmBssRraFCdiAfk3oNP
MTR-0002,2,2024-10-02T05:00:00+00:00,2024-10,0.008952941176470589,9,1,False,2025-09-18T21:04:39.594000+00:00,,p3QrTWuSFknkZtWP9SiA
MTR-0002,2,2024-10-11T19:00:00+00:00,2024-10,0.009235294117647059,9,1,False,2025-09-18T21:04:56.188000+00:00,,p69QpIo6aqsJl06JW0mX
MTR-0002,2,2024-10-16T01:00:00+00:00,2024-10,0.011329411764705883,11,1,False,2025-09-18T21:05:03.616000+00:00,,p7Q4EMrNJ8XUePGqBNoJ
MTR-0002,2,2024-10-03T17:00:00+00:00,2024-10,0.01151764705882353,12,1,False,2025-09-18T21:04:42.179000+00:00,,pB0JrPfJTlhfC7vxZ5cC
MTR-0002,2,2024-10-01T18:00:00+00:00,2024-10,0.010035294117647059,10,1,False,2025-09-18T21:04:38.817000+00:00,,pDj04keQK3QNVfI5Krb1
MTR-0002,2,2024-10-04T08:00:00+00:00,2024-10,0.012270588235294118,12,1,False,2025-09-18T21:04:43.267000+00:00,,pITYRIQpTYjqgWzoUdbU
MTR-0002,2,2024-10-12T05:00:00+00:00,2024-10,0.008576470588235295,9,1,False,2025-09-18T21:04:56.916000+00:00,,pMxwfXnk8HkQsoXpo4Qj
MTR-0002,2,2024-10-20T06:00:00+00:00,2024-10,0.011752941176470588,12,1,False,2025-09-18T21:05:11.002000+00:00,,pP1t8F0RPhJKw6y0DfrX
MTR-0002,2,2024-10-24T20:00:00+00:00,2024-10,0.0114,11,1,False,2025-09-18T21:05:18.936000+00:00,,pgbph6NPHShkrVi9jb0m
MTR-0002,2,2024-10-20T03:00:00+00:00,2024-10,0.01283529411764706,13,1,False,2025-09-18T21:05:10.782000+00:00,,pjgxJpegYEP2CrO85gsC
MTR-0002,2,2024-10-14T07:00:00+00:00,2024-10,0.009894117647058824,10,1,False,2025-09-18T21:05:00.547000+00:00,,pngdHEitD6xGHdoLkAtg
MTR-0002,2,2024-10-05T05:00:00+00:00,2024-10,0.0094,9,1,False,2025-09-18T21:04:44.759000+00:00,,pxWk7cWKsD4dDELen2xy
MTR-0002,2,2024-10-17T05:00:00+00:00,2024-10,0.010623529411764705,11,1,False,2025-09-18T21:05:05.692000+00:00,,q0i5I5vOGc3DyptvkzPn
MTR-0002,2,2024-10-24T07:00:00+00:00,2024-10,0.01071764705882353,11,1,False,2025-09-18T21:05:17.977000+00:00,,q1nwJUnCmhdHVDVInh7d
MTR-0002,2,2024-10-16T18:00:00+00:00,2024-10,0.012176470588235296,12,1,False,2025-09-18T21:05:04.882000+00:00,,q3LbRISIAO4OYrmQqNVT
MTR-0002,2,2024-10-27T08:00:00+00:00,2024-10,0.011847058823529412,12,1,False,2025-09-18T21:05:23.227000+00:00,,qJuHYwrSHnSskYo0b5UZ
MTR-0002,2,2024-10-10T15:00:00+00:00,2024-10,0.01036470588235294,10,1,False,2025-09-18T21:04:54.179000+00:00,,qNzkOqLpLuZXgOhcPPNO
MTR-0002,2,2024-10-09T15:00:00+00:00,2024-10,0.008858823529411764,9,1,False,2025-09-18T21:04:52.459000+00:00,,qT4innZGBIuzPDU6yIlJ
MTR-0002,2,2024-10-12T20:00:00+00:00,2024-10,0.009023529411764706,9,1,False,2025-09-18T21:04:58.008000+00:00,,qVdU8UIWaxSmwEXim8Bi
MTR-0002,2,2024-10-20T09:00:00+00:00,2024-10,0.008623529411764705,9,1,False,2025-09-18T21:05:11.216000+00:00,,qdT5I4xyEDD14mSRV35e
MTR-0002,2,2024-10-26T19:00:00+00:00,2024-10,0.009329411764705883,9,1,False,2025-09-18T21:05:22.313000+00:00,,qnSC4f5tWHXM6IW4P6BI
MTR-0002,2,2024-10-28T21:00:00+00:00,2024-10,0.00843529411764706,8,1,False,2025-09-18T21:05:25.866000+00:00,,qrwKRpxSKyzgeREiTADC
MTR-0002,2,2024-10-23T16:00:00+00:00,2024-10,0.011988235294117647,12,1,False,2025-09-18T21:05:16.905000+00:00,,qxlVlV9ZkWFne3Rhpl99
MTR-0002,2,2024-10-17T13:00:00+00:00,2024-10,0.007,7,1,False,2025-09-18T21:05:06.267000+00:00,,r8ECVjqM0LGWQkA38X7B
MTR-0002,2,2024-10-18T17:00:00+00:00,2024-10,0.011164705882352941,11,1,False,2025-09-18T21:05:08.301000+00:00,,rBDJ3NGAkUiigLXBiqpQ
MTR-0002,2,2024-10-18T12:00:00+00:00,2024-10,0.007188235294117647,7,1,False,2025-09-18T21:05:07.941000+00:00,,rGEFaKww5dFGAVlh7WuT
MTR-0002,2,2024-10-22T09:00:00+00:00,2024-10,0.012270588235294118,12,1,False,2025-09-18T21:05:14.672000+00:00,,rJWBW3MTOCgg1ww9QQRJ
MTR-0002,2,2024-10-23T10:00:00+00:00,2024-10,0.0076352941176470596,8,1,False,2025-09-18T21:05:16.472000+00:00,,rMm6DDM7pqs7XbZRQXpP
MTR-0002,2,2024-10-13T16:00:00+00:00,2024-10,0.012529411764705883,13,1,False,2025-09-18T21:04:59.467000+00:00,,rPEb1WB9um5RIl1ZqwJp
MTR-0002,2,2024-10-07T13:00:00+00:00,2024-10,0.009894117647058824,10,1,False,2025-09-18T21:04:48.819000+00:00,,ra0YHNAWU5ilcfoiuPsK
MTR-0002,2,2024-10-14T17:00:00+00:00,2024-10,0.013000000000000001,13,1,False,2025-09-18T21:05:01.278000+00:00,,rddkjBJEx0zjXrzDooq0
MTR-0002,2,2024-10-10T07:00:00+00:00,2024-10,0.011823529411764707,12,1,False,2025-09-18T21:04:53.611000+00:00,,rg1Yw6dKpS0nyAh5vrob
MTR-0002,2,2024-10-12T16:00:00+00:00,2024-10,0.009870588235294117,10,1,False,2025-09-18T21:04:57.704000+00:00,,rgQwGUUArZxNcg3hQatX
MTR-0002,2,2024-10-13T17:00:00+00:00,2024-10,0.010858823529411765,11,1,False,2025-09-18T21:04:59.539000+00:00,,rqNoNk2pLaENdblB65tS
MTR-0002,2,2024-10-09T09:00:00+00:00,2024-10,0.009376470588235293,9,1,False,2025-09-18T21:04:52.035000+00:00,,rwJHD1ol0tN1Z27pGqST
MTR-0002,2,2024-10-23T22:00:00+00:00,2024-10,0.0072588235294117655,7,1,False,2025-09-18T21:05:17.356000+00:00,,s2692c1jZkpraDlHWzCw
MTR-0002,2,2024-10-26T13:00:00+00:00,2024-10,0.009470588235294118,9,1,False,2025-09-18T21:05:21.873000+00:00,,s2WeSfLaI20k2oRkSJVr
MTR-0002,2,2024-10-16T08:00:00+00:00,2024-10,0.0094,9,1,False,2025-09-18T21:05:04.137000+00:00,,s5K3zD2uhc631f4tK4aN
MTR-0002,2,2024-10-23T17:00:00+00:00,2024-10,0.01248235294117647,12,1,False,2025-09-18T21:05:16.976000+00:00,,s9pujNz8Za4Sxpy5UJU7
MTR-0002,2,2024-10-07T01:00:00+00:00,2024-10,0.008458823529411765,8,1,False,2025-09-18T21:04:47.953000+00:00,,sKkfQMvxdK7wLYY3jRpT
MTR-0002,2,2024-10-21T03:00:00+00:00,2024-10,0.0076352941176470596,8,1,False,2025-09-18T21:05:12.497000+00:00,,saRUTzOlORLzeQ6fnA84
MTR-0002,2,2024-10-01T03:00:00+00:00,2024-10,0.007729411764705882,8,1,False,2025-09-18T21:04:37.768000+00:00,,sefBuGuBfMDrU9lSO2Lh
MTR-0002,2,2024-10-08T19:00:00+00:00,2024-10,0.010035294117647059,10,1,False,2025-09-18T21:04:51.009000+00:00,,sekuw81nbleHIsMA4uR1
MTR-0002,2,2024-10-04T18:00:00+00:00,2024-10,0.01191764705882353,12,1,False,2025-09-18T21:04:43.981000+00:00,,smDxkXEESOLiZ4ejbdEs
MTR-0002,2,2024-10-02T11:00:00+00:00,2024-10,0.00791764705882353,8,1,False,2025-09-18T21:04:40.017000+00:00,,smTyW35rVzEXJ1VyDVoV
MTR-0002,2,2024-10-29T14:00:00+00:00,2024-10,0.007823529411764707,8,1,False,2025-09-18T21:05:27.096000+00:00,,soedu3eZ6VMPjl20MLFP
MTR-0002,2,2024-10-16T13:00:00+00:00,2024-10,0.007776470588235294,8,1,False,2025-09-18T21:05:04.505000+00:00,,syKz6ERPRxgVBt64iuQ4
MTR-0002,2,2024-10-16T21:00:00+00:00,2024-10,0.009,9,1,False,2025-09-18T21:05:05.107000+00:00,,sz4jvRJi2SG1YnuMMghE
MTR-0002,2,2024-10-05T06:00:00+00:00,2024-10,0.011047058823529412,11,1,False,2025-09-18T21:04:44.831000+00:00,,t5rkNXTa6QEzIASXP3FU
MTR-0002,2,2024-10-07T08:00:00+00:00,2024-10,0.011729411764705882,12,1,False,2025-09-18T21:04:48.449000+00:00,,tGTKwMWsRyPqYFuaxUoz
MTR-0002,2,2024-10-23T11:00:00+00:00,2024-10,0.009423529411764706,9,1,False,2025-09-18T21:05:16.546000+00:00,,tJ4tMexYm3XzVWx4e5Ys
MTR-0002,2,2024-10-12T01:00:00+00:00,2024-10,0.008694117647058824,9,1,False,2025-09-18T21:04:56.628000+00:00,,tLuK2SZD5Y6LSZ2efI1q
MTR-0002,2,2024-10-07T23:00:00+00:00,2024-10,0.00768235294117647,8,1,False,2025-09-18T21:04:49.546000+00:00,,tP1C9TD7ci7DyTl7ZKbv
MTR-0002,2,2024-10-05T03:00:00+00:00,2024-10,0.011258823529411766,11,1,False,2025-09-18T21:04:44.615000+00:00,,tU3zY60XHHDenyIPodQr
MTR-0002,2,2024-10-07T17:00:00+00:00,2024-10,0.01083529411764706,11,1,False,2025-09-18T21:04:49.113000+00:00,,u123rAWwjiZMn4ChD8qU
MTR-0002,2,2024-10-12T06:00:00+00:00,2024-10,0.012035294117647059,12,1,False,2025-09-18T21:04:56.988000+00:00,,u3pFMgZKqtdIaJyLnLL0
MTR-0002,2,2024-10-27T21:00:00+00:00,2024-10,0.008011764705882354,8,1,False,2025-09-18T21:05:24.159000+00:00,,uDBhu5pNwgtcd09BmO0j
MTR-0002,2,2024-10-09T05:00:00+00:00,2024-10,0.009070588235294118,9,1,False,2025-09-18T21:04:51.730000+00:00,,uEr4qayAZ8fx9utJd1vS
MTR-0002,2,2024-10-11T20:00:00+00:00,2024-10,0.012741176470588235,13,1,False,2025-09-18T21:04:56.260000+00:00,,uJM8GOBcwIAG3RhrLtl7
MTR-0002,2,2024-10-29T18:00:00+00:00,2024-10,0.009658823529411765,10,1,False,2025-09-18T21:05:27.387000+00:00,,uM9UXk4F5ibd0tQuxqYo
MTR-0002,2,2024-10-30T20:00:00+00:00,2024-10,0.007329411764705883,7,1,False,2025-09-18T21:05:29.260000+00:00,,uPyYaHlKoRrNcAhW0yIZ
MTR-0002,2,2024-10-13T08:00:00+00:00,2024-10,0.01036470588235294,10,1,False,2025-09-18T21:04:58.888000+00:00,,uVzddew95OQF6oS1q4U9
MTR-0002,2,2024-10-03T12:00:00+00:00,2024-10,0.01288235294117647,13,1,False,2025-09-18T21:04:41.826000+00:00,,uaJhVYCVvwcXtBJ63Bx3
MTR-0002,2,2024-10-15T08:00:00+00:00,2024-10,0.011752941176470588,12,1,False,2025-09-18T21:05:02.400000+00:00,,umpYq2buxGeLdW153Aju
MTR-0002,2,2024-10-07T12:00:00+00:00,2024-10,0.007117647058823529,7,1,False,2025-09-18T21:04:48.745000+00:00,,upJxP3y3aHiUFc3HaFfP
MTR-0002,2,2024-10-29T01:00:00+00:00,2024-10,0.008035294117647059,8,1,False,2025-09-18T21:05:26.152000+00:00,,urMNtchdXchf2lZKVueo
MTR-0002,2,2024-10-28T15:00:00+00:00,2024-10,0.0098,10,1,False,2025-09-18T21:05:25.442000+00:00,,usJNNvktZoMnw9BqMqiS
MTR-0002,2,2024-10-01T13:00:00+00:00,2024-10,0.0070470588235294115,7,1,False,2025-09-18T21:04:38.460000+00:00,,uzEycuN6JtsVYfcN4mQO
MTR-0002,2,2024-10-15T10:00:00+00:00,2024-10,0.010505882352941177,11,1,False,2025-09-18T21:05:02.550000+00:00,,v4mZdsFfP4H82iN6DwJf
MTR-0002,2,2024-10-21T17:00:00+00:00,2024-10,0.011164705882352941,11,1,False,2025-09-18T21:05:13.513000+00:00,,v7ijkrfw3WQTVMCrVxPx
MTR-0002,2,2024-10-27T09:00:00+00:00,2024-10,0.009541176470588235,10,1,False,2025-09-18T21:05:23.302000+00:00,,vCKimTBEZHrc1wdlIU2G
MTR-0002,2,2024-10-31T17:00:00+00:00,2024-10,0.0086,9,1,False,2025-09-18T21:05:30.797000+00:00,,vD5ZH1ynBLXhntokEoqB
MTR-0002,2,2024-10-11T08:00:00+00:00,2024-10,0.00928235294117647,9,1,False,2025-09-18T21:04:55.388000+00:00,,vNkld3XB4UBLnxOhR8EW
MTR-0002,2,2024-10-16T14:00:00+00:00,2024-10,0.009870588235294117,10,1,False,2025-09-18T21:05:04.577000+00:00,,vQdT8AlESVR9OHoS8ZgV
MTR-0002,2,2024-10-07T00:00:00+00:00,2024-10,0.012529411764705883,13,1,False,2025-09-18T21:04:47.878000+00:00,,vShkDdwfYBfxs0dhf1ga
MTR-0002,2,2024-10-31T07:00:00+00:00,2024-10,0.007988235294117647,8,1,False,2025-09-18T21:05:30.052000+00:00,,vetozY4ZpOdK5BOuyRUd
MTR-0002,2,2024-10-28T00:00:00+00:00,2024-10,0.009258823529411766,9,1,False,2025-09-18T21:05:24.383000+00:00,,vhRIQt3AuP0A3CSdBB1I
MTR-0002,2,2024-10-19T15:00:00+00:00,2024-10,0.010882352941176471,11,1,False,2025-09-18T21:05:09.926000+00:00,,vhbkRmusBB0vSn5jUVKK
MTR-0002,2,2024-10-11T00:00:00+00:00,2024-10,0.011776470588235294,12,1,False,2025-09-18T21:04:54.820000+00:00,,vhiDWnb77JNisIQVjAYu
MTR-0002,2,2024-10-27T03:00:00+00:00,2024-10,0.009376470588235293,9,1,False,2025-09-18T21:05:22.884000+00:00,,vmh9MbiOCXOOpWhiSPiV
MTR-0002,2,2024-10-05T12:00:00+00:00,2024-10,0.00991764705882353,10,1,False,2025-09-18T21:04:45.281000+00:00,,vrTdMOh3KaEJFbjwfU03
MTR-0002,2,2024-10-11T17:00:00+00:00,2024-10,0.008011764705882354,8,1,False,2025-09-18T21:04:56.044000+00:00,,vuNF3BjXkvrTc3w3yk7t
MTR-0002,2,2024-10-09T08:00:00+00:00,2024-10,0.011541176470588235,12,1,False,2025-09-18T21:04:51.955000+00:00,,vursBlSMEj5A4kZ5nSOU
MTR-0002,2,2024-10-12T18:00:00+00:00,2024-10,0.0070470588235294115,7,1,False,2025-09-18T21:04:57.857000+00:00,,vy6PkiSE1FMVbQaRVZju
MTR-0002,2,2024-10-31T18:00:00+00:00,2024-10,0.010152941176470589,10,1,False,2025-09-18T21:05:30.869000+00:00,,w8TGZ4OtEWd6tWgJQzj9
MTR-0002,2,2024-10-21T15:00:00+00:00,2024-10,0.010976470588235294,11,1,False,2025-09-18T21:05:13.371000+00:00,,wFG00ldhlkjCTVCbIMfg
MTR-0002,2,2024-10-13T05:00:00+00:00,2024-10,0.007541176470588235,8,1,False,2025-09-18T21:04:58.670000+00:00,,wGPCpdCVFS5KDgKx0skx
MTR-0002,2,2024-10-20T20:00:00+00:00,2024-10,0.012058823529411764,12,1,False,2025-09-18T21:05:11.993000+00:00,,wIURjylsdsVXYbe6rVqL
MTR-0002,2,2024-10-20T22:00:00+00:00,2024-10,0.01168235294117647,12,1,False,2025-09-18T21:05:12.129000+00:00,,wIk6QooRI1x9Y6YEtuPx
MTR-0002,2,2024-10-17T08:00:00+00:00,2024-10,0.011658823529411765,12,1,False,2025-09-18T21:05:05.907000+00:00,,wPrqf2vAIIlPd1wIzN5c
MTR-0002,2,2024-10-30T07:00:00+00:00,2024-10,0.0072588235294117655,7,1,False,2025-09-18T21:05:28.317000+00:00,,wRINVlrwh96qiuIDDOnp
MTR-0002,2,2024-10-14T13:00:00+00:00,2024-10,0.00843529411764706,8,1,False,2025-09-18T21:05:00.987000+00:00,,wWYB8YA4QrdzX4pCbQbT
MTR-0002,2,2024-10-30T22:00:00+00:00,2024-10,0.01048235294117647,10,1,False,2025-09-18T21:05:29.405000+00:00,,wX6KDz2iU5faudYvVtcK
MTR-0002,2,2024-10-18T22:00:00+00:00,2024-10,0.012411764705882353,12,1,False,2025-09-18T21:05:08.676000+00:00,,we4S9a8gQiYIyHbrPANa
MTR-0002,2,2024-10-14T10:00:00+00:00,2024-10,0.012623529411764707,13,1,False,2025-09-18T21:05:00.763000+00:00,,weNpM2uoyUbYD3DvFgYN
MTR-0002,2,2024-10-18T11:00:00+00:00,2024-10,0.008552941176470588,9,1,False,2025-09-18T21:05:07.869000+00:00,,wfrK4PxwS0stJjHK6EE1
MTR-0002,2,2024-10-19T22:00:00+00:00,2024-10,0.012105882352941176,12,1,False,2025-09-18T21:05:10.431000+00:00,,whErFoFV4cEZZUmY6e5r
MTR-0002,2,2024-10-31T05:00:00+00:00,2024-10,0.008176470588235294,8,1,False,2025-09-18T21:05:29.909000+00:00,,whMLCL5n6erkvhBWQMS4
MTR-0002,2,2024-10-08T00:00:00+00:00,2024-10,0.007211764705882353,7,1,False,2025-09-18T21:04:49.617000+00:00,,wnm1G5qXLXD8KlXmut6Q
MTR-0002,2,2024-10-27T02:00:00+00:00,2024-10,0.009423529411764706,9,1,False,2025-09-18T21:05:22.811000+00:00,,wpWSvAEcOYYd8F3ZvLN7
MTR-0002,2,2024-10-02T03:00:00+00:00,2024-10,0.011235294117647059,11,1,False,2025-09-18T21:04:39.449000+00:00,,wyMLYwcIBXJloHnoHhfR
MTR-0002,2,2024-10-06T05:00:00+00:00,2024-10,0.008858823529411764,9,1,False,2025-09-18T21:04:46.507000+00:00,,x0IYMzOpRrwxdkKuwqi5
MTR-0002,2,2024-10-09T04:00:00+00:00,2024-10,0.0072352941176470585,7,1,False,2025-09-18T21:04:51.658000+00:00,,x4318A0AEAms6wfjus6C
MTR-0002,2,2024-10-24T02:00:00+00:00,2024-10,0.008976470588235294,9,1,False,2025-09-18T21:05:17.633000+00:00,,x6QhHrKaqfbl0S0gi7aA
MTR-0002,2,2024-10-07T19:00:00+00:00,2024-10,0.007705882352941177,8,1,False,2025-09-18T21:04:49.257000+00:00,,x9JhiIR9ou7C1QH96TOU
MTR-0002,2,2024-10-22T10:00:00+00:00,2024-10,0.011023529411764706,11,1,False,2025-09-18T21:05:14.742000+00:00,,xJ2TSWUm2CPCNuwdv82B
MTR-0002,2,2024-10-24T13:00:00+00:00,2024-10,0.010152941176470589,10,1,False,2025-09-18T21:05:18.416000+00:00,,xJ33tIx6a3pIQTnknhVV
MTR-0002,2,2024-10-25T12:00:00+00:00,2024-10,0.0082,8,1,False,2025-09-18T21:05:20.089000+00:00,,xKUdCcEkx9sysHrBReo7
MTR-0002,2,2024-10-25T10:00:00+00:00,2024-10,0.0126,13,1,False,2025-09-18T21:05:19.945000+00:00,,xLtDnY34O4CVpxmMmL5o
MTR-0002,2,2024-10-11T04:00:00+00:00,2024-10,0.011494117647058823,11,1,False,2025-09-18T21:04:55.099000+00:00,,xMPP0DR9X4IsFBghAYEI
MTR-0002,2,2024-10-06T15:00:00+00:00,2024-10,0.011541176470588235,12,1,False,2025-09-18T21:04:47.228000+00:00,,xVmxaLpHzfW1bMV1gZfk
MTR-0002,2,2024-10-04T04:00:00+00:00,2024-10,0.007752941176470588,8,1,False,2025-09-18T21:04:42.978000+00:00,,xW2Pb3JesKCFvkeOscvV
MTR-0002,2,2024-10-15T05:00:00+00:00,2024-10,0.010058823529411764,10,1,False,2025-09-18T21:05:02.158000+00:00,,xfFJWQYyGpp108Vxr9Aa
MTR-0002,2,2024-10-13T19:00:00+00:00,2024-10,0.01255294117647059,13,1,False,2025-09-18T21:04:59.683000+00:00,,xlnSucZ0DzzZLtVjy8o0
MTR-0002,2,2024-10-28T14:00:00+00:00,2024-10,0.010952941176470589,11,1,False,2025-09-18T21:05:25.368000+00:00,,xmpCC0UAMRMLdXiL36Ev
MTR-0002,2,2024-10-24T19:00:00+00:00,2024-10,0.010082352941176471,10,1,False,2025-09-18T21:05:18.865000+00:00,,xqrm6MjF63Ty6jr7Ajk8
MTR-0002,2,2024-10-17T04:00:00+00:00,2024-10,0.009752941176470587,10,1,False,2025-09-18T21:05:05.619000+00:00,,xtuoNMaOhEdQTbc27uz0
MTR-0002,2,2024-10-27T22:00:00+00:00,2024-10,0.007964705882352941,8,1,False,2025-09-18T21:05:24.231000+00:00,,xusO8Hrqmqhi4WjHLR3o
MTR-0002,2,2024-10-22T20:00:00+00:00,2024-10,0.0072588235294117655,7,1,False,2025-09-18T21:05:15.451000+00:00,,xvILyZYorB8sTa8HGOvH
MTR-0002,2,2024-10-15T14:00:00+00:00,2024-10,0.01036470588235294,10,1,False,2025-09-18T21:05:02.830000+00:00,,yBWXfhTE0OmCtDhllRQy
MTR-0002,2,2024-10-11T14:00:00+00:00,2024-10,0.010764705882352942,11,1,False,2025-09-18T21:04:55.829000+00:00,,yDCZwBagFjtpPwO7j2Kf
MTR-0002,2,2024-10-11T13:00:00+00:00,2024-10,0.011611764705882353,12,1,False,2025-09-18T21:04:55.758000+00:00,,yME6D2sSTS502YsDHZZE
MTR-0002,2,2024-10-27T13:00:00+00:00,2024-10,0.009470588235294118,9,1,False,2025-09-18T21:05:23.588000+00:00,,yjnXAn7DUvJLcjzGSsQQ
MTR-0002,2,2024-10-15T06:00:00+00:00,2024-10,0.01163529411764706,12,1,False,2025-09-18T21:05:02.237000+00:00,,ykZqfGmIXaQn6p5ASkKk
MTR-0002,2,2024-10-19T07:00:00+00:00,2024-10,0.01168235294117647,12,1,False,2025-09-18T21:05:09.343000+00:00,,ys2xa8AbeKTibHqGLTL5
MTR-0002,2,2024-10-04T03:00:00+00:00,2024-10,0.012082352941176471,12,1,False,2025-09-18T21:04:42.907000+00:00,,yzekVxFfUmECGnd7bWz5
MTR-0002,2,2024-10-14T23:00:00+00:00,2024-10,0.008105882352941176,8,1,False,2025-09-18T21:05:01.718000+00:00,,z5EUWP6E4ytQK2rfwfD8
MTR-0002,2,2024-10-19T20:00:00+00:00,2024-10,0.009964705882352941,10,1,False,2025-09-18T21:05:10.286000+00:00,,z94wgCK6C4zfNNiVGNHo
MTR-0002,2,2024-10-22T22:00:00+00:00,2024-10,0.00831764705882353,8,1,False,2025-09-18T21:05:15.608000+00:00,,z9MUKgyFmUOCl0zOu0Pk
MTR-0002,2,2024-10-21T08:00:00+00:00,2024-10,0.007305882352941176,7,1,False,2025-09-18T21:05:12.858000+00:00,,zByy4qJmfjTvlQDHAfxc
MTR-0002,2,2024-10-09T03:00:00+00:00,2024-10,0.009541176470588235,10,1,False,2025-09-18T21:04:51.577000+00:00,,zDln0NaUM2f79EGBgnXa
MTR-0002,2,2024-10-04T01:00:00+00:00,2024-10,0.012035294117647059,12,1,False,2025-09-18T21:04:42.763000+00:00,,zHT4vXncowfZlLkUMU5Z
MTR-0002,2,2024-10-09T23:00:00+00:00,2024-10,0.011729411764705882,12,1,False,2025-09-18T21:04:53.042000+00:00,,zHZaSMMaIy2lQmt6xeYj
MTR-0002,2,2024-10-03T11:00:00+00:00,2024-10,0.0076352941176470596,8,1,False,2025-09-18T21:04:41.754000+00:00,,zT9zaXEIX6A81LRdAiGw
MTR-0002,2,2024-10-01T11:00:00+00:00,2024-10,0.011752941176470588,12,1,False,2025-09-18T21:04:38.320000+00:00,,zrmCY29WoyG0ZoWKp9rd
MTR-0002,2,2024-10-16T19:00:00+00:00,2024-10,0.012741176470588235,13,1,False,2025-09-18T21:05:04.962000+00:00,,ztrpqUQmYfBuatoFNO5r
MTR-0002,2,2024-10-18T13:00:00+00:00,2024-10,0.012105882352941176,12,1,False,2025-09-18T21:05:08.012000+00:00,,zvym0FUPMTdNVabXAIgu
